Word, AbstConc, Arou, IMG, Val
Anspruch, 1.606, 4.404, 1.785, 4.818
Aktion, 3.734, 5.558, 3.607, 6.233
Tod, 4.004, 8.737, 5.525, 1.679
zählen, 4.032, 4.319, 4.273, 5.107
Hamburg, 5.182, 4.461, 4.738, 5.846
besuchen, 4.156, 4.707, 5.795, 6.381
Dank, 4.083, 4.663, 4.799, 7.373
schlagen, 4.986, 5.724, 6.357, 3.938
anschliessend, 5.625, 3.366, 6.494, 5.388
ergeben, 3.104, 2.815, 2.385, 5.491
Politik, 3.341, 5.245, 4.453, 3.938
gern, 3.332, 4.837, 4.989, 6.819
Medium, 4.845, 4.893, 5.246, 4.943
vergangen, 3.507, 4.297, 3.795, 5.569
Vergleich, 3.45, 4.336, 3.058, 4.492
Patient, 6.686, 4.485, 6.034, 3.998
Modell, 5.142, 3.193, 5.296, 5.333
Vorteil, 2.282, 4.57, 2.402, 5.98
Verbindung, 3.656, 3.533, 3.965, 6.335
Energie, 4.089, 4.883, 4.667, 6.925
Bericht, 4.419, 3.847, 4.625, 5.578
Diskussion, 3.663, 6.129, 4.106, 5.201
erlauben, 2.619, 3.755, 2.223, 5.543
II, 3.533, 3.76, 4.167, 4.762
Licht, 5.151, 4.364, 7.081, 7.014
Junge, 7.045, 4.712, 7.372, 5.529
verhalten, 2.296, 4.175, 3.076, 4.662
sterben, 4.793, 7.804, 6.292, 2.512
Meter, 6.147, 3.224, 5.692, 4.763
gewiss, 1.459, 3.539, 0.581, 6.426
super, 4.037, 5.194, 4.15, 7.491
teilweise, 3.811, 2.984, 3.819, 4.342
Gespräch, 4.144, 5.175, 5.333, 5.82
Angst, 2.785, 9.412, 5.346, 2.735
genauso, 3.681, 4.06, 4.552, 5.542
Reise, 3.785, 5.507, 5.955, 7.287
Zusammenhang, 3.273, 2.954, 2.95, 5.796
hängen, 4.435, 3.645, 5.334, 4.198
vorbei, 4.84, 3.581, 5.744, 4.694
bestellen, 4.139, 2.759, 4.901, 5.377
veröffentlichen, 4.789, 4.385, 4.377, 5.777
präsentieren, 3.361, 4.289, 4.155, 5.89
Sonntag, 4.999, 3.993, 5.438, 6.313
August, 4.278, 4.217, 4.857, 5.723
danken, 3.935, 4.207, 4.872, 7.302
genannt, 2.731, 2.278, 2.859, 5.465
heutig, 2.897, 3.854, 3.546, 5.366
Krieg, 3.912, 8.188, 5.905, 1.827
praktisch, 3.245, 3.39, 4.028, 5.723
Juli, 4.567, 4.171, 5.253, 5.935
Stimme, 4.589, 4.772, 5.103, 5.969
leisten, 2.769, 3.753, 3.184, 5.049
Tor, 5.744, 4.687, 6.582, 5.013
herzlich, 3.432, 4.35, 4.624, 8.046
Unterstützung, 3.091, 4.25, 3.332, 7.236
schicken, 4.037, 4.381, 4.484, 5.32
Reihe, 4.886, 2.745, 4.738, 5.452
Haben, 3.154, 5.695, 4.48, 5.473
Teilnehmer, 5.868, 3.191, 5.417, 6.965
teuer, 3.697, 4.424, 4.322, 3.485
reden, 3.88, 5.341, 5.033, 5.001
Natur, 3.657, 3.736, 5.518, 7.625
Januar, 4.886, 3.456, 5.017, 5.51
ansehen, 3.238, 4.987, 4.937, 5.501
sicherlich, 2.67, 4.882, 2.759, 6.697
Boden, 6.672, 3.19, 6.188, 4.403
Suche, 3.012, 5.822, 3.709, 5.213
Video, 5.602, 4.864, 5.7, 5.832
Partner, 4.927, 6.091, 5.222, 6.916
bezeichnen, 2.194, 3.431, 1.658, 4.329
Gesetz, 2.945, 4.471, 4.097, 4.488
Blog, 5.875, 3.429, 4.272, 5.82
lediglich, 3.481, 1.845, 2.37, 4.568
geschehen, 2.316, 5.011, 3.452, 5.121
planen, 3.477, 4.733, 3.839, 6.253
rufen, 4.99, 5.323, 5.393, 5.434
Besucher, 6.014, 4.081, 6.606, 6.324
Betrieb, 4.574, 2.579, 4.203, 4.304
Angabe, 4.457, 3.548, 2.797, 4.846
wahr, 1.675, 5.719, 2.761, 6.251
geeignet, 2.42, 3.88, 2.576, 5.719
entdecken, 4.293, 4.833, 4.894, 7.259
besitzen, 3.129, 4.179, 3.089, 5.32
beschäftigen, 3.689, 3.973, 4.588, 4.796
Bank, 6.933, 3.134, 5.819, 5.116
ansonsten, 3.58, 2.146, 3.626, 5.974
unten, 5.298, 3.626, 6.505, 4.181
liefern, 3.961, 3.906, 3.891, 4.898
fertig, 4.017, 4.442, 4.711, 4.885
Mittel, 3.045, 5.09, 2.921, 5.038
Peter, 6.445, 3.097, 6.659, 5.432
Grenze, 4.635, 4.639, 4.021, 5.05
Partei, 4.618, 4.553, 4.115, 4.296
lösen, 4.201, 4.194, 4.652, 5.944
halb, 5.863, 3.503, 5.273, 4.896
Unterschied, 2.867, 5.245, 2.609, 4.178
Beginn, 3.977, 3.886, 3.049, 5.048
Fan, 5.878, 5.279, 5.798, 6.148
schlimm, 2.378, 8.056, 4.025, 1.601
jedenfalls, 2.882, 3.909, 3.339, 6.661
Alter, 4.691, 5.121, 4.374, 5.474
Kultur, 3.976, 4.569, 5.282, 7.011
Kreis, 5.291, 3.359, 4.884, 5.004
Michael, 5.962, 3.828, 6.003, 5.623
Info, 4.383, 3.96, 4.409, 6.63
Technik, 3.733, 4.28, 3.847, 5.484
Kampf, 4.611, 7.51, 6.03, 4.319
Sohn, 6.426, 4.696, 6.418, 6.154
Samstag, 5.228, 4.225, 5.54, 6.264
erstmal, 3.825, 3.275, 4.734, 6.026
Mitte, 5.156, 2.317, 5.403, 5.567
dauern, 3.523, 3.744, 2.797, 4.017
bisschen, 3.317, 3.296, 4.44, 6.101
zahlen, 3.96, 4.553, 3.931, 4.516
Studie, 3.964, 4.822, 4.438, 5.111
total, 3.851, 5.027, 4.377, 4.828
nett, 2.927, 5.038, 4.471, 7.185
schwierig, 1.847, 6.112, 2.343, 4.594
Aussage, 2.705, 4.305, 1.667, 5.299
erneut, 3.723, 5.408, 4.642, 5.274
aussehen, 4.197, 4.548, 5.323, 4.368
weltweit, 4.132, 5.681, 3.294, 5.944
relativ, 2.975, 2.592, 1.671, 5.869
danke, 4.081, 4.13, 4.627, 7.317
morgen, 4.392, 3.25, 5.334, 6.328
wohnen, 3.947, 3.768, 4.586, 5.094
verdienen, 3.66, 5.658, 4.819, 5.712
Ausbildung, 3.456, 5.11, 3.817, 5.996
Massnahme, 2.619, 3.944, 2.61, 4.377
Kunst, 3.854, 5.238, 5.183, 6.088
breit, 4.576, 2.756, 4.704, 4.599
heben, 5.396, 2.797, 5.617, 5.817
einstellen, 3.358, 2.885, 2.814, 4.993
Bürger, 5.897, 3.791, 5.431, 5.036
verändern, 2.994, 5.169, 3.265, 5.145
bewegen, 4.275, 4.304, 4.895, 5.865
grundsätzlich, 2.579, 3.281, 1.963, 5.827
beziehen, 3.111, 3.072, 2.54, 5.368
eng, 3.919, 4.668, 4.899, 4.802
schützen, 3.866, 4.903, 4.481, 4.603
passend, 2.895, 3.323, 3.534, 6.591
Wohnung, 6.28, 4.114, 6.512, 5.397
bezahlen, 4.422, 4.634, 4.585, 4.651
Erde, 5.435, 4.202, 6.082, 6.116
betrachten, 2.758, 3.004, 4.3, 5.811
feststellen, 3.111, 3.483, 2.767, 5.47
laden, 3.983, 3.968, 5.273, 6.305
Dezember, 4.25, 3.575, 4.842, 6.195
ehemalig, 4.57, 4.194, 3.944, 4.209
Sommer, 5.421, 3.937, 6.189, 7.022
Wirtschaft, 4.563, 4.795, 4.902, 4.785
dank, 3.783, 3.889, 3.28, 7.598
plötzlich, 4.849, 6.024, 5.73, 4.2
Material, 5.226, 2.438, 5.298, 5.982
entsprechen, 2.996, 3.07, 2.731, 5.038
Schweiz, 4.846, 4.281, 4.218, 6.597
fördern, 3.594, 3.783, 3.488, 6.512
Besuch, 4.089, 5.041, 5.913, 6.688
betreffen, 3.091, 4.013, 2.658, 4.015
hart, 3.983, 5.627, 4.282, 3.992
historisch, 3.241, 3.565, 4.236, 5.738
Thomas, 5.629, 3.96, 5.797, 6.012
bestätigen, 3.903, 3.8, 3.362, 5.079
Bad, 6.196, 3.522, 6.053, 6.359
Grundlage, 3.286, 3.153, 2.173, 6.825
nötig, 2.474, 3.761, 1.661, 5.838
Zug, 5.3, 4.003, 5.344, 5.679
anfangen, 3.835, 4.15, 4.703, 5.215
Anlage, 4.091, 3.135, 4.301, 5.044
feiern, 3.869, 5.978, 5.633, 7.079
wenden, 3.908, 3.463, 4.416, 4.735
erfüllen, 2.48, 4.804, 3.685, 6.772
Urlaub, 4.049, 5.483, 5.925, 6.692
drehen, 5.578, 3.807, 6.09, 5.059
erforderlich, 2.66, 3.197, 2.011, 4.626
Fahrzeug, 6.031, 4.338, 6, 4.483
merken, 3.319, 4.932, 3.649, 5.754
überzeugen, 2.594, 4.619, 3.155, 5.926
ruhig, 3.053, 3.961, 4.249, 6.447
bereit, 2.822, 4.903, 4.352, 5.776
gestalten, 3.436, 3.953, 4.053, 6.873
klicken, 5.136, 3.746, 5.114, 4.884
Gefahr, 3, 7.676, 4.548, 3.204
möglichst, 3.084, 3.485, 3.189, 6.21
verfügen, 3.382, 3.807, 3.039, 5.374
Gebiet, 4.021, 2.357, 4.168, 5.317
richten, 3.308, 3.891, 3.61, 4.319
Macht, 2.29, 7.468, 4.965, 4.856
Link, 5.601, 3.598, 4.613, 4.913
rechts, 6.14, 3.331, 6.728, 3.928
alleine, 4.172, 5.776, 4.84, 4.988
Bewegung, 3.928, 4.558, 5.25, 6.463
Nähe, 4.065, 5.187, 5.641, 5.968
klingen, 2.813, 4.054, 3.15, 5.281
Grösse, 4.076, 3.392, 4.128, 5.001
Regierung, 4.28, 4.627, 4.849, 3.89
Gegner, 5.564, 5.777, 5.92, 3.792
Pferd, 7.668, 4.355, 7.513, 5.837
extrem, 2.893, 5.104, 2.486, 4.264
Fuss, 6.79, 3.202, 6.733, 5.811
Saison, 4.18, 3.407, 4.056, 6.135
Nachricht, 5.479, 5.143, 5.202, 5.557
offiziell, 3.602, 4.35, 3.835, 5.131
Software, 5.137, 3.049, 3.743, 5.625
Freitag, 5.198, 4.276, 5.402, 5.881
Beziehung, 2.912, 6.453, 3.91, 6.91
Eindruck, 2.213, 4.311, 3.592, 5.598
stecken, 4.483, 3.833, 5.154, 4.751
löschen, 5.072, 3.665, 4.174, 3.952
Konzept, 2.618, 3.208, 2.479, 6.573
perfekt, 2.804, 5.308, 3.795, 6.934
irgendwann, 3.756, 5.069, 5.229, 4.682
Frankfurt, 4.472, 4.675, 4.125, 5.381
konkret, 2.848, 4.409, 2.386, 5.746
Termin, 4.062, 4.569, 4.544, 4.79
grün, 5.725, 2.327, 6.726, 6.432
Hintergrund, 5.023, 3.5, 4.461, 5.357
Sicht, 2.869, 3.119, 3.097, 6.23
kommend, 2.883, 4.334, 3.726, 5.835
Zusammenarbeit, 3.434, 4.514, 3.138, 6.384
Köln, 5.206, 4.216, 4.625, 5.972
Zustand, 3.14, 4.729, 3.735, 4.155
automatisch, 2.999, 3.859, 2.899, 4.94
Vertrag, 3.756, 3.785, 3.598, 4.732
mm, 5.722, 2.878, 5.113, 4.302
Tür, 6.291, 3.548, 6.561, 4.955
vollständig, 2.912, 3.471, 3.643, 5.074
werfen, 4.466, 4.004, 6.144, 3.761
zufrieden, 3.522, 3.918, 4.345, 5.991
Februar, 4.411, 3.977, 5.195, 5.327
weisen, 3.954, 3.415, 3.876, 4.656
verhindern, 2.778, 5.584, 3.751, 3.508
Methode, 3.127, 4.109, 2.097, 5.243
Einrichtung, 4.345, 2.915, 4.791, 5.488
Gesicht, 6.737, 4.619, 7.608, 5.615
Anwendung, 3.884, 2.982, 3.494, 5.79
°, 5.177, 3.488, 5.06, 5.426
geniessen, 3.229, 4.809, 5.423, 8.282
zuletzt, 2.995, 4.645, 4.132, 5.211
Volk, 4.53, 4.234, 4.924, 4.694
sinnvoll, 2.478, 3.702, 1.857, 6.363
wissenschaftlich, 2.883, 3.766, 4.098, 5.953
Mädchen, 7.075, 4.949, 7.763, 5.852
Ausgabe, 4.255, 3.831, 4.284, 5.353
überall, 4.648, 4.458, 4.913, 5.495
wirtschaftlich, 2.468, 3.44, 2.911, 4.832
wachsen, 4.119, 4.622, 5.161, 5.36
bitten, 4.29, 3.823, 4.343, 5.024
Dienst, 3.567, 3.799, 4.275, 4.629
Gebäude, 6.301, 3.21, 6.752, 5.453
teilen, 4.366, 3.725, 5.391, 6.182
Praxis, 4.174, 4.011, 3.695, 5.501
Hersteller, 5.395, 1.894, 4.491, 4.942
Luft, 5.802, 4.208, 6.466, 5.855
Gruss, 4.324, 4.533, 4.643, 6.452
wechseln, 4.019, 3.46, 3.572, 3.787
zuerst, 4.577, 3.511, 6.06, 5.871
rechnen, 4.21, 4.231, 3.241, 4.758
Zitat, 3.513, 4.154, 3.696, 5.756
Liste, 4.919, 3.421, 3.618, 5.203
Sport, 4.59, 5.11, 6.095, 5.941
Wochenende, 4.739, 4.319, 5.503, 7.331
Verfahren, 3.508, 3.338, 3.155, 4.436
Organisation, 3.849, 4.112, 3.615, 5.543
Freude, 1.965, 6.487, 4.438, 8.283
behandeln, 3.323, 5.315, 4.384, 3.783
fliegen, 5.8, 5.813, 6.589, 5.02
Versuch, 2.901, 4.934, 4.003, 4.929
Netzwerk, 5.599, 4.268, 4.272, 5.547
Stand, 3.999, 3.066, 4.069, 5.195
Zeitpunkt, 2.729, 4.177, 1.996, 5.172
Auswahl, 2.727, 4.127, 4.159, 5.864
Co, 4.353, 3.853, 4.369, 5.535
zuvor, 3.913, 4.617, 4.438, 5.2
Verlag, 5.316, 3.616, 5.078, 5.103
aufbauen, 3.299, 3.915, 4.242, 5.784
Quelle, 3.687, 3.41, 4.423, 6.732
überlegen, 3.381, 5.146, 4.312, 5.874
erhöhen, 3.839, 4.722, 3.678, 4.931
Geist, 2.475, 4.838, 3.604, 6.043
Prozess, 3.611, 5.07, 3.809, 5.203
ausschliesslich, 2.822, 3.087, 2.314, 5.103
zentral, 3.631, 4.114, 4.029, 5.386
beachten, 2.935, 4.236, 3.721, 5.577
Netz, 5.434, 4.008, 5.601, 5.502
spannend, 3.537, 6.019, 4.373, 7.474
unabhängig, 3.17, 4.061, 2.103, 6.383
Linie, 4.976, 1.984, 5.076, 6.08
diskutieren, 4.317, 5.27, 4.729, 5.627
annehmen, 2.901, 4.222, 2.812, 6.684
Begriff, 1.937, 2.337, 2.294, 4.664
testen, 3.952, 3.949, 4.223, 6.036
verbessern, 2.939, 5.119, 3.042, 5.005
frisch, 5.362, 3.21, 5.814, 7.363
antworten, 4.013, 3.913, 4.237, 6.09
AG, 4.27, 2.773, 3.433, 4.548
vertreten, 3.059, 3.983, 3.554, 4.649
Voraussetzung, 2.135, 3.357, 2.068, 6.712
Polizei, 5.689, 6.974, 6.171, 2.246
Thread, 4.751, 3.352, 3.777, 5.232
Wirkung, 2.727, 4.38, 2.873, 5.934
Nutzung, 3.16, 2.894, 3.661, 5.402
gesund, 3.336, 4.318, 4.668, 8.026
sichern, 4.044, 3.682, 3.417, 6.241
Sieg, 3.694, 5.729, 5.379, 6.67
drücken, 4.359, 4.005, 5.529, 5.337
übrig, 2.437, 2.605, 3.66, 4.843
interessieren, 3.49, 5.479, 3.809, 5.384
Lauf, 3.633, 4.335, 3.797, 5.77
drin, 4.78, 3.391, 4.486, 5.145
Feld, 5.839, 2.787, 5.782, 5.028
Runde, 5.313, 3.431, 4.757, 6.01
M, 4.637, 3.496, 4.049, 5.013
Sonne, 6.548, 3.791, 8.092, 7.433
klassisch, 3.315, 3.675, 3.884, 6.099
unterwegs, 5.146, 4.219, 4.841, 6.479
PS, 4.584, 4.287, 4.141, 5.675
Position, 3.826, 3.4, 3.432, 5.226
Untersuchung, 3.64, 4.366, 3.875, 4.008
Start, 4.583, 4.262, 4.516, 5.986
Verhältnis, 2.496, 4.046, 3.214, 5.33
Datei, 5.557, 2.366, 4.196, 4.478
CD, 5.609, 3.9, 4.853, 6.54
Behandlung, 3.977, 5.298, 4.097, 4.38
Kritik, 3.073, 6.165, 3.88, 3.995
Windows, 5.416, 2.602, 4.001, 4.509
Druck, 4.249, 6.502, 5.711, 3.912
Essen, 5.913, 4.997, 7.132, 6.948
essen, 5.613, 5.044, 7.48, 6.284
Schaden, 2.658, 6.2, 4.108, 1.95
Vorstellung, 2.958, 5.35, 3.883, 6.248
Insel, 6.622, 3.927, 6.383, 6.684
Serie, 4.49, 2.985, 4.546, 6.229
Kollege, 6.722, 3.941, 6.165, 5.398
Bildung, 3.426, 4.826, 4.517, 6.578
leiden, 3.338, 6.37, 4.334, 2.142
menschlich, 2.725, 4.79, 3.298, 5.346
gründen, 3.996, 4.023, 3.197, 5.589
sparen, 3.3, 4.36, 3.659, 4.592
anmelden, 3.996, 3.924, 3.176, 5.65
Morgen, 5.509, 3.526, 6.314, 6.487
klappen, 4.023, 3.906, 4.753, 6.183
Änderung, 3.821, 3.915, 3.2, 5.037
verlangen, 2.31, 4.707, 2.867, 4.515
Sein, 2.255, 5.363, 3.504, 6.564
gesetzlich, 3.272, 4.218, 3.163, 4.318
betragen, 4.374, 3.092, 2.931, 4.415
erwähnen, 3.943, 3.009, 3.366, 5.823
ankommen, 4.366, 4.168, 4.921, 6.43
Garten, 7.024, 3.08, 8.055, 7.133
Zimmer, 7.129, 3.456, 7.753, 5.909
betreiben, 3.579, 3.439, 2.987, 3.817
interessiert, 3.923, 4.242, 3.886, 5.976
reagieren, 3.402, 5.202, 3.248, 4.976
greifen, 4.682, 4.286, 5.433, 4.318
Wald, 6.747, 3.23, 8.053, 6.513
Risiko, 3.715, 7.082, 4.358, 4.274
unterscheiden, 1.965, 4.298, 2.191, 4.18
Institut, 5.366, 4.602, 5.356, 4.688
Schluss, 3.593, 4.007, 3.925, 4.51
ausreichend, 2.767, 2.919, 3.057, 5.799
beobachten, 4.513, 3.236, 4.836, 5.79
Song, 4.94, 4.776, 4.918, 5.909
immerhin, 3.924, 3.247, 3.185, 6.46
finanziell, 2.213, 4.885, 2.898, 5.231
Einfluss, 2.087, 5.118, 2.653, 4.377
Veränderung, 2.867, 5.613, 2.851, 4.773
stets, 2.579, 3.535, 2.952, 6.775
Zeitung, 6.912, 3.251, 7.758, 4.796
Plan, 3.944, 4.546, 4.309, 5.334
Google, 5.447, 3.712, 4.137, 4.471
Beratung, 3.03, 4.438, 3.72, 5.929
Berliner, 5.218, 3.129, 4.84, 5.389
fangen, 4.572, 4.56, 5.353, 4.734
Bayern, 4.603, 3.411, 4.297, 6.101
Service, 3.413, 3.526, 3.61, 5.988
Wetter, 4.79, 4.382, 6.144, 5.83
lohnen, 2.964, 5.371, 2.863, 5.362
entscheidend, 1.941, 4.887, 2.042, 5.993
ehrlich, 2.983, 5.268, 3.92, 5.818
vermitteln, 2.409, 4.139, 3.488, 6.318
Strecke, 5.083, 3.603, 4.703, 5.007
gefallen, 3.312, 5.213, 4.267, 5.911
Rest, 4.264, 2.892, 4.836, 4.219
Tochter, 6.448, 4.53, 6.846, 6.473
erheblich, 1.823, 5.025, 1.829, 4.195
achten, 3.778, 4.168, 4.27, 5.992
Winter, 5.308, 3.631, 6.422, 5.921
optimal, 2.513, 4.618, 2.989, 6.638
Lehrer, 6.838, 5.038, 6.4, 5.117
selbstverständlich, 2.611, 3.626, 2.791, 7.566
Ausstellung, 4.691, 3.757, 6.273, 5.105
Schutz, 3.541, 4.339, 4.578, 5.932
verantwortlich, 3.406, 4.807, 3.857, 3.742
Leser, 4.706, 3.624, 4.454, 6.627
intensiv, 3.224, 4.985, 3.44, 6.455
stammen, 3.375, 3.674, 3.058, 5.264
Hälfte, 5.13, 2.708, 4.3, 5.26
Einstellung, 3.091, 3.69, 3.087, 5.027
Test, 3.716, 4.299, 3.984, 4.815
böse, 2.654, 7.052, 4.382, 3.67
Antrag, 3.921, 3.882, 3.817, 4.261
Gericht, 4.785, 5.13, 6.389, 3.717
Fenster, 6.717, 3.132, 6.76, 5.404
Gesundheit, 3.019, 4.84, 4.99, 7.628
stattfinden, 3.863, 4.513, 4.115, 5.29
installieren, 4.748, 2.53, 4.413, 5.155
bestehend, 3.32, 2.619, 2.927, 4.814
Bevölkerung, 5.177, 3.684, 5.195, 4.429
vermutlich, 4.088, 4.207, 4.063, 4.712
Darstellung, 3.307, 3.984, 4.115, 5.654
kalt, 4.826, 4.105, 5.845, 4.249
eröffnen, 3.561, 4.426, 3.077, 5.579
Auftrag, 4.19, 4.37, 4.364, 5.288
verschwinden, 4.324, 4.051, 4.746, 4.088
Computer, 6.632, 4.032, 5.846, 6.096
kämpfen, 4.672, 6.789, 6.224, 4.36
Berg, 6.457, 3.61, 7.798, 5.762
prüfen, 3.683, 3.588, 3.615, 5.436
Umgebung, 4.299, 3.664, 5.074, 6.528
E, 4.696, 3.507, 4.379, 5.498
behaupten, 2.49, 4.998, 2.625, 5.019
innen, 5.159, 2.775, 5.616, 5.051
Zeichen, 4.878, 3.187, 4.646, 5.833
begleiten, 4.691, 4.269, 5.318, 6.185
negativ, 2.293, 4.986, 3.007, 4.056
Kurs, 4.158, 4.215, 4.529, 5.126
Zweck, 2.178, 4.053, 1.926, 5.282
V, 4.747, 3.724, 4.251, 4.809
Krankheit, 3.259, 6.968, 4.861, 2.667
Arzt, 6.735, 5.403, 6.719, 4.317
Montag, 5.309, 3.685, 5.419, 5.405
Website, 5.47, 3.592, 3.911, 5.672
Werbung, 4.46, 4.888, 4.294, 4.807
warm, 5.275, 2.852, 6.11, 6.979
umsetzen, 3.796, 4.599, 2.636, 6.845
Ruhe, 2.494, 3.697, 4.583, 7.025
Opfer, 4.804, 7.745, 5.026, 2.48
herstellen, 4.583, 2.69, 4.126, 6.393
lachen, 4.844, 5.502, 6.667, 5.677
verfolgen, 4.061, 5.334, 3.769, 4.794
trinken, 5.957, 4.262, 6.765, 5.893
verzichten, 2.801, 4.174, 2.541, 4.729
Stuttgart, 4.733, 4.383, 4.899, 6.187
irgendwo, 4.75, 4.208, 5.696, 5.165
glücklich, 2.771, 5.648, 5.394, 8.403
Bruder, 5.966, 4.553, 6.274, 5.19
Bau, 4.659, 3.141, 6.37, 4.595
Führung, 4.333, 3.79, 5.282, 5.17
typisch, 3.085, 4.023, 3.279, 5.126
Anbieter, 4.301, 2.965, 3.672, 4.849
Anzahl, 3.154, 3.803, 3.348, 5.252
beantworten, 3.285, 3.86, 3.535, 5.711
entfernt, 4.325, 3.742, 4.608, 3.899
Bezug, 2.744, 2.517, 1.971, 6.025
Trainer, 5.034, 4.271, 5.522, 5.297
Anwalt, 4.806, 5.191, 4.421, 4.048
beteiligen, 4.418, 3.966, 4.061, 5.39
Martin, 5.474, 3.885, 6.175, 5.993
Homepage, 5.187, 3.998, 3.625, 6.106
zuständig, 3.691, 3.108, 3.614, 3.719
Forschung, 3.399, 4.593, 4.026, 5.716
Künstler, 6.377, 4.289, 6.234, 6.4
wenigstens, 2.56, 3.614, 3.482, 5.98
sammeln, 4.424, 3.725, 5.241, 6.841
entfernen, 4.266, 3.732, 4.583, 3.221
E-Mail, 6.267, 4.235, 4.772, 4.798
Abschluss, 4.511, 4.091, 4.123, 6.481
Ordnung, 2.515, 3.724, 3.839, 5.956
ersetzen, 3.947, 2.626, 3.367, 3.869
Freiheit, 2.337, 6.799, 4.353, 7.307
diesmal, 4.527, 4.092, 5.21, 5.921
Basis, 3.959, 3.431, 2.405, 6.546
eindeutig, 3.143, 4.614, 2.532, 5.374
geraten, 3.161, 5.615, 3.902, 3.214
Himmel, 5.56, 4.178, 6.92, 6.8
Alternative, 3.537, 3.48, 2.556, 5.115
vorsitzend, 4.996, 3.589, 4.828, 3.662
zunehmend, 3.108, 4.042, 3.012, 3.811
niedrig, 3.351, 3.824, 3.511, 4.635
Pflanze, 6.669, 2.914, 6.019, 5.772
üblich, 2.961, 1.978, 2.33, 4.477
Tätigkeit, 3.323, 3.219, 3.437, 5.509
Beruf, 4.267, 4.474, 4.317, 6.064
amerikanisch, 4.546, 4.369, 4.887, 4.969
dunkel, 4.922, 4.922, 5.939, 4.585
König, 5.556, 4.91, 6.45, 5.62
Katze, 7.953, 4.354, 7.391, 5.594
Bedingung, 2.395, 4.296, 2.876, 5.13
Album, 5.152, 4.682, 5.074, 5.826
meistens, 3.784, 3.749, 4.334, 4.505
Jesus, 4.546, 5.248, 5.669, 5.157
Geschäft, 5.149, 3.71, 5.968, 4.697
Prüfung, 3.578, 5.419, 4.68, 4.417
Sekunde, 4.716, 4.394, 4.393, 4.283
ursprünglich, 2.827, 3.141, 2.783, 5.909
bisherig, 3.162, 3.249, 2.69, 4.215
Lied, 4.679, 4.469, 5.2, 6.921
vorne, 5.626, 4.027, 6.062, 4.069
eventuell, 3.572, 3.782, 3.582, 4.848
Österreich, 4.764, 3.703, 4.853, 6.748
ausgehen, 3.781, 4.461, 2.781, 5.508
bislang, 3.212, 3.515, 2.282, 5.061
unmittelbar, 2.807, 4.639, 4.222, 5.203
erstmals, 3.827, 4.085, 3.405, 6.108
Studium, 4.512, 5.354, 5.449, 5.935
Kategorie, 3.814, 3.184, 3.727, 5.529
Zentrum, 5.677, 3.518, 6.917, 5.475
auftreten, 3.713, 5.07, 3.446, 4.67
Ball, 6.791, 3.939, 7.064, 5.432
Hoffnung, 1.956, 5.531, 3.356, 6.333
Design, 4.643, 3.481, 5.5, 6.246
Vorschlag, 3.878, 4.242, 3.071, 6.328
Kamera, 7.45, 4.291, 6.763, 5.519
Element, 4.303, 3.107, 3.98, 6.249
Anforderung, 1.843, 4.632, 2.345, 4.711
Ansicht, 3.115, 4.55, 3.432, 5.136
Urteil, 3.323, 4.815, 4.183, 4.68
g, 5.079, 2.993, 4.226, 5.1
bearbeiten, 5.087, 4.026, 4.601, 4.943
Gelegenheit, 2.614, 4.607, 3.689, 6.778
Szene, 4.909, 4.586, 4.872, 5.282
Vergangenheit, 2.97, 4.262, 2.903, 5.152
Post, 5.723, 3.002, 4.671, 5.118
Haut, 6.893, 4.708, 6.003, 5.777
künftig, 3.487, 4.026, 3.329, 5.088
vermeiden, 2.901, 4.664, 3.136, 3.567
Ebene, 4.387, 3.192, 5.362, 5.804
Eintrag, 5.024, 3.058, 4.203, 4.626
Lust, 2.079, 7, 4.469, 5.716
Aufnahme, 4.421, 3.494, 4.603, 5.709
Tour, 4.916, 4.833, 5.894, 5.889
fein, 4.202, 3.878, 4.696, 6.611
vergleichen, 3.101, 4.174, 3.347, 5.413
jährlich, 4.38, 4.207, 4.092, 4.846
vorbehalten, 2.729, 3.399, 2.426, 5.276
Wahrheit, 2.193, 6.127, 3.415, 4.906
Job, 4.366, 5.042, 5.124, 5.284
Typ, 4.78, 4.878, 4.889, 4.22
gespannt, 3.977, 5.582, 3.869, 6.255
momentan, 3.952, 3.43, 3.4, 4.888
abgeben, 3.833, 3.921, 3.581, 4.928
hierbei, 3.622, 2.839, 2.288, 6.07
Schiff, 7.472, 4.215, 6.698, 5.49
tätig, 3.989, 3.161, 3.017, 5.045
Haar, 7.34, 3.393, 7.37, 5.269
Tatsache, 1.977, 4.495, 1.853, 4.503
umfangreich, 2.649, 3.67, 3.106, 5.895
englisch, 3.868, 2.868, 4.092, 6.074
Struktur, 3.586, 3.222, 3.739, 5.288
anschauen, 3.942, 4.714, 5.93, 6.085
beliebt, 3.706, 4.96, 4.217, 6.646
Fahrt, 4.716, 4.501, 5.641, 5.736
Fähigkeit, 2.101, 5.275, 2.769, 7.794
hervorragend, 3.466, 4.509, 3.395, 7.077
rennen, 5.404, 6.059, 6.192, 3.856
Umgang, 2.849, 5.072, 4.148, 5.473
Mass, 2.695, 3.302, 2.845, 5.979
gebären, 4.891, 5.647, 5.327, 5.803
belegen, 3.85, 3.258, 3.542, 4.633
erzielen, 3.548, 3.759, 2.858, 5.98
